Region,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,Metropolitana,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,O’Higgins,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Araucanía,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Aisen,Aisen,Aisen,Aisen,Aisen,Aisen,Aisen,Aisen,Aisen,Aisen,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes,Magallanes
Codigo region,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Comuna,Arica,Camarones,General Lagos,Putre,Alto Hospicio,Camina,Colchane,Huara,Iquique,Pica,Pozo Almonte,Antofagasta,Calama,Maria Elena,Mejillones,Ollague,San Pedro de Atacama,Sierra Gorda,Taltal,Tocopilla,Alto del Carmen,Caldera,Chanaral,Copiapo,Diego de Almagro,Freirina,Huasco,Tierra Amarilla,Vallenar,Andacollo,Canela,Combarbala,Coquimbo,Illapel,La Higuera,La Serena,Los Vilos,Monte Patria,Ovalle,Paiguano,Punitaqui,Rio Hurtado,Salamanca,Vicuna,Algarrobo,Cabildo,Calera,Calle Larga,Cartagena,Casablanca,Catemu,Concon,El Quisco,El Tabo,Hijuelas,Isla de Pascua,Juan Fernandez,La Cruz,La Ligua,Limache,Llaillay,Los Andes,Nogales,Olmue,Panquehue,Papudo,Petorca,Puchuncavi,Putaendo,Quillota,Quilpue,Quintero,Rinconada,San Antonio,San Esteban,San Felipe,Santa Maria,Santo Domingo,Valparaiso,Villa Alemana,Vina del Mar,Zapallar,Alhue,Buin,Calera de Tango,Cerrillos,Cerro Navia,Colina,Conchali,Curacavi,El Bosque,El Monte,Estacion Central,Huechuraba,Independencia,Isla de Maipo,La Cisterna,La Florida,La Granja,La Pintana,La Reina,Lampa,Las Condes,Lo Barnechea,Lo Espejo,Lo Prado,Macul,Maipu,Maria Pinto,Melipilla,Nunoa,Padre Hurtado,Paine,Pedro Aguirre Cerda,Penaflor,Penalolen,Pirque,Providencia,Pudahuel,Puente Alto,Quilicura,Quinta Normal,Recoleta,Renca,San Bernardo,San Joaquin,San Jose de Maipo,San Miguel,San Pedro,San Ramon,Santiago,Talagante,Tiltil,Vitacura,Chepica,Chimbarongo,Codegua,Coinco,Coltauco,Donihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machali,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requinoa,San Fernando,San Vicente,Santa Cruz,Cauquenes,Chanco,Colbun,Constitucion,Curepto,Curico,Empedrado,Hualane,Licanten,Linares,Longavi,Maule,Molina,Parral,Pelarco,Pelluhue,Pencahue,Rauco,Retiro,Rio Claro,Romeral,Sagrada Familia,San Clemente,San Javier,San Rafael,Talca,Teno,Vichuquen,Villa Alegre,Yerbas Buenas,Bulnes,Chillan,Chillan Viejo,Cobquecura,Coelemu,Coihueco,El Carmen,Ninhue,Niquen,Pemuco,Pinto,Portezuelo,Quillon,Quirihue,Ranquil,San Carlos,San Fabian,San Ignacio,San Nicolas,Treguaco,Yungay,Alto Biobio,Antuco,Arauco,Cabrero,Canete,Chiguayante,Concepcion,Contulmo,Coronel,Curanilahue,Florida,Hualpen,Hualqui,Laja,Lebu,Los Alamos,Los Angeles,Lota,Mulchen,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San Pedro de la Paz,San Rosendo,Santa Barbara,Santa Juana,Talcahuano,Tirua,Tome,Tucapel,Yumbel,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautin,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquen,Pucon,Puren,Renaico,Saavedra,Temuco,Teodoro Schmidt,Tolten,Traiguen,Victoria,Vilcun,Villarrica,Corral,Futrono,La Union,Lago Ranco,Lanco,Los Lagos,Mafil,Mariquina,Paillaco,Panguipulli,Rio Bueno,Valdivia,Ancud,Calbuco,Castro,Chaiten,Chonchi,Cochamo,Curaco de Velez,Dalcahue,Fresia,Frutillar,Futaleufu,Hualaihue,Llanquihue,Los Muermos,Maullin,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldon,Purranque,Puyehue,Queilen,Quellon,Quemchi,Quinchao,Rio Negro,San Juan de la Costa,San Pablo,Aisen,Chile Chico,Cisnes,Cochrane,Coyhaique,Guaitecas,Lago Verde,OHiggins,Rio Ibanez,Tortel,Antartica,Cabo de Hornos,Laguna Blanca,Natales,Porvenir,Primavera,Punta Arenas,Rio Verde,San Gregorio,Timaukel,Torres del Paine
Codigo comuna,15101.0,15102.0,15202.0,15201.0,1107.0,1402.0,1403.0,1404.0,1101.0,1405.0,1401.0,2101.0,2201.0,2302.0,2102.0,2202.0,2203.0,2103.0,2104.0,2301.0,3302.0,3102.0,3201.0,3101.0,3202.0,3303.0,3304.0,3103.0,3301.0,4103.0,4202.0,4302.0,4102.0,4201.0,4104.0,4101.0,4203.0,4303.0,4301.0,4105.0,4304.0,4305.0,4204.0,4106.0,5602.0,5402.0,5502.0,5302.0,5603.0,5102.0,5702.0,5103.0,5604.0,5605.0,5503.0,5201.0,5104.0,5504.0,5401.0,5802.0,5703.0,5301.0,5506.0,5803.0,5704.0,5403.0,5404.0,5105.0,5705.0,5501.0,5801.0,5107.0,5303.0,5601.0,5304.0,5701.0,5706.0,5606.0,5101.0,5804.0,5109.0,5405.0,13502.0,13402.0,13403.0,13102.0,13103.0,13301.0,13104.0,13503.0,13105.0,13602.0,13106.0,13107.0,13108.0,13603.0,13109.0,13110.0,13111.0,13112.0,13113.0,13302.0,13114.0,13115.0,13116.0,13117.0,13118.0,13119.0,13504.0,13501.0,13120.0,13604.0,13404.0,13121.0,13605.0,13122.0,13202.0,13123.0,13124.0,13201.0,13125.0,13126.0,13127.0,13128.0,13401.0,13129.0,13203.0,13130.0,13505.0,13131.0,13101.0,13601.0,13303.0,13132.0,6302.0,6303.0,6102.0,6103.0,6104.0,6105.0,6106.0,6202.0,6107.0,6203.0,6304.0,6108.0,6109.0,6204.0,6110.0,6305.0,6205.0,6111.0,6306.0,6206.0,6307.0,6112.0,6113.0,6201.0,6308.0,6309.0,6114.0,6101.0,6115.0,6116.0,6301.0,6117.0,6310.0,7201.0,7202.0,7402.0,7102.0,7103.0,7301.0,7104.0,7302.0,7303.0,7401.0,7403.0,7105.0,7304.0,7404.0,7106.0,7203.0,7107.0,7305.0,7405.0,7108.0,7306.0,7307.0,7109.0,7406.0,7110.0,7101.0,7308.0,7309.0,7407.0,7408.0,16102.0,16101.0,16103.0,16202.0,16203.0,16302.0,16104.0,16204.0,16303.0,16105.0,16106.0,16205.0,16107.0,16201.0,16206.0,16301.0,16304.0,16108.0,16305.0,16207.0,16109.0,8314.0,8302.0,8202.0,8303.0,8203.0,8103.0,8101.0,8204.0,8102.0,8205.0,8104.0,8112.0,8105.0,8304.0,8201.0,8206.0,8301.0,8106.0,8305.0,8306.0,8307.0,8107.0,8308.0,8309.0,8108.0,8310.0,8311.0,8109.0,8110.0,8207.0,8111.0,8312.0,8313.0,9201.0,9102.0,9121.0,9202.0,9103.0,9203.0,9104.0,9204.0,9105.0,9106.0,9107.0,9108.0,9109.0,9205.0,9206.0,9207.0,9110.0,9111.0,9112.0,9113.0,9114.0,9115.0,9208.0,9209.0,9116.0,9101.0,9117.0,9118.0,9210.0,9211.0,9119.0,9120.0,14102.0,14202.0,14201.0,14203.0,14103.0,14104.0,14105.0,14106.0,14107.0,14108.0,14204.0,14101.0,10202.0,10102.0,10201.0,10401.0,10203.0,10103.0,10204.0,10205.0,10104.0,10105.0,10402.0,10403.0,10107.0,10106.0,10108.0,10301.0,10404.0,10101.0,10302.0,10109.0,10206.0,10303.0,10304.0,10207.0,10208.0,10209.0,10210.0,10305.0,10306.0,10307.0,11201.0,11401.0,11202.0,11301.0,,11203.0,11102.0,,11402.0,11303.0,12202.0,12201.0,12102.0,12401.0,12301.0,12302.0,12101.0,12103.0,12104.0,12303.0,12402.0
Poblacion,247552.0,1233.0,810.0,2515.0,129999.0,1375.0,1583.0,3000.0,223463.0,5958.0,17395.0,425725.0,190336.0,6814.0,14776.0,287.0,10434.0,1746.0,13657.0,28079.0,5729.0,19426.0,13164.0,171766.0,14358.0,7681.0,11264.0,14312.0,57009.0,11791.0,9546.0,13884.0,256735.0,32801.0,4450.0,249656.0,23374.0,32527.0,121269.0,4675.0,12165.0,4372.0,29110.0,29741.0,15174.0,20663.0,53591.0,16482.0,25357.0,29170.0,15213.0,45889.0,17742.0,14338.0,19099.0,8277.0,1033.0,25321.0,37739.0,49931.0,26533.0,68093.0,23490.0,19266.0,7633.0,6201.0,10558.0,20071.0,17645.0,97572.0,167085.0,36135.0,11263.0,96761.0,20643.0,83494.0,16367.0,11934.0,315732.0,139310.0,361371.0,7994.0,7405.0,109641.0,28525.0,88956.0,142465.0,180353.0,139195.0,36430.0,172000.0,40014.0,206792.0,112528.0,142065.0,40171.0,100434.0,402433.0,122557.0,189335.0,100252.0,126898.0,330759.0,124076.0,103865.0,104403.0,134635.0,578605.0,14926.0,141612.0,250192.0,74188.0,82766.0,107803.0,101058.0,266798.0,30433.0,157749.0,253139.0,645909.0,254694.0,136368.0,190075.0,160847.0,334836.0,103485.0,18644.0,133059.0,11953.0,86510.0,503147.0,81838.0,21477.0,96774.0,15925.0,37696.0,14096.0,7831.0,21263.0,22700.0,36504.0,3114.0,26749.0,6765.0,7289.0,59913.0,14163.0,7632.0,27462.0,19141.0,6904.0,14624.0,13299.0,6349.0,11848.0,14952.0,20743.0,17882.0,9164.0,3531.0,13877.0,265211.0,63710.0,30371.0,78642.0,50617.0,41096.0,44143.0,9331.0,22565.0,50348.0,9426.0,163626.0,4206.0,10222.0,6989.0,101073.0,32810.0,60000.0,49800.0,44544.0,9083.0,8092.0,8601.0,11248.0,21071.0,14753.0,16170.0,19469.0,46292.0,49451.0,9959.0,236724.0,30850.0,4381.0,17512.0,19200.0,22607.0,198624.0,33827.0,5275.0,16845.0,28375.0,12334.0,5414.0,11567.0,8639.0,11880.0,4940.0,18777.0,12192.0,6261.0,56252.0,4654.0,16624.0,12172.0,5696.0,18596.0,6775.0,4306.0,38679.0,30725.0,37003.0,91180.0,238092.0,6330.0,125829.0,33892.0,11841.0,97273.0,26201.0,23873.0,27100.0,22524.0,218515.0,45750.0,31041.0,27944.0,10429.0,49865.0,4179.0,10032.0,145906.0,3611.0,14592.0,14779.0,158345.0,11019.0,58729.0,15205.0,22132.0,56058.0,25486.0,12341.0,26148.0,18055.0,18178.0,7802.0,8458.0,25446.0,12633.0,15148.0,40746.0,24739.0,11049.0,7517.0,10050.0,6265.0,33777.0,82110.0,7223.0,26096.0,29782.0,12188.0,10833.0,12793.0,302931.0,15786.0,10055.0,19314.0,35467.0,30766.0,59103.0,5447.0,15261.0,39538.0,10292.0,17652.0,20518.0,7389.0,23250.0,20798.0,35991.0,32925.0,176774.0,42458.0,36744.0,47607.0,5020.0,16013.0,4006.0,4066.0,15069.0,12656.0,20223.0,2806.0,9525.0,18621.0,17817.0,14894.0,173410.0,1827.0,269398.0,9192.0,48620.0,4201.0,21080.0,11787.0,5543.0,29309.0,8783.0,8298.0,14275.0,7639.0,10553.0,25002.0,5121.0,5828.0,3685.0,61210.0,1599.0,920.0,661.0,2699.0,572.0,137.0,1983.0,264.0,23782.0,7323.0,694.0,141984.0,211.0,681.0,282.0,1021.0
2020-03-30,6,-,-,-,-,-,-,-,5,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,4,-,-,-,-,-,7,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,11,-,-,-,-,-,-,,16,6,29,-,-,7,6,-,19,32,14,5,18,-,16,17,15,-,10,43,5,-,24,10,181,68,4,14,10,43,-,6,67,10,-,7,10,31,-,82,17,45,17,21,17,9,32,13,-,25,-,-,127,-,-,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,6,-,-,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,12,114,13,-,-,-,-,-,-,-,-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,6,28,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,18,-,-,-,-,-,4,,5,7,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,9,-,4,-,-,-,-,154,-,-,-,5,4,,-,-,-,-,-,-,-,-,-,-,-,12,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,66,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,29,-,-,-,-
2020-04-01,6,-,-,-,-,-,-,-,9,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,4,-,-,-,-,-,7,-,6,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,7,10,-,-,4,-,-,-,-,26,8,38,0,-,8,7,4,21,39,18,5,28,-,22,19,17,-,12,58,8,10,26,10,208,78,7,18,15,55,-,8,84,11,-,13,13,46,-,87,25,58,29,25,23,14,41,24,-,32,-,6,156,5,-,90,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,4,-,0,-,-,4,-,-,8,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,18,173,22,-,-,-,-,-,-,-,-,-,7,-,-,13,5,-,-,-,7,-,-,5,-,-,18,47,-,11,-,-,39,-,-,-,-,15,-,5,-,-,-,-,-,50,-,-,-,23,-,6,-,5,13,-,-,-,-,-,-,-,-,-,6,8,-,-,-,-,-,-,14,-,6,-,-,-,-,225,4,-,-,7,5,4,-,-,9,-,-,-,-,-,-,-,-,45,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,120,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,4,-,-,87,-,-,-,-
2020-04-03,12,-,-,-,-,-,-,-,10,-,-,44,5,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,19,-,-,8,-,-,4,-,-,-,-,-,9,-,7,-,-,-,-,7,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,9,11,-,-,8,-,5,-,-,23,11,47,-,-,14,7,4,26,47,22,5,35,-,25,22,22,-,12,67,16,13,30,13,224,85,9,20,23,64,-,9,93,14,-,13,13,54,-,94,32,76,33,35,32,18,53,28,-,39,-,9,173,6,-,100,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,4,4,-,-,-,4,-,-,11,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-,32,240,26,-,-,-,-,-,-,-,6,-,15,-,5,13,6,-,4,-,10,-,-,6,-,-,26,53,-,12,-,-,50,-,-,-,-,12,-,5,-,-,-,-,-,56,-,-,-,29,-,9,-,5,12,-,-,-,-,-,-,-,5,-,7,10,4,-,-,-,-,11,33,-,7,-,-,-,-,293,-,4,-,11,11,6,-,-,10,-,-,-,-,-,-,-,-,47,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,163,-,25,-,-,-,5,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,6,-,5,-,-,143,-,-,-,-
2020-04-06,41,-,-,-,5,-,-,-,13,-,-,54,7,-,-,-,4,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,19,7,-,12,-,-,7,-,-,-,4,-,9,-,7,-,-,-,-,7,-,-,-,5,-,-,-,4,-,-,-,-,-,-,5,-,-,9,12,-,-,9,-,5,-,-,26,11,53,-,-,20,7,5,31,50,32,8,37,5,36,32,26,4,20,91,24,18,35,14,258,97,15,25,34,83,-,11,107,16,-,16,18,65,4,104,44,119,51,41,44,19,74,36,-,49,-,9,234,11,-,114,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,4,4,-,4,-,5,-,-,13,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,48,-,-,-,-,36,291,30,-,-,6,-,-,-,-,9,-,17,-,7,19,6,6,10,-,26,-,-,6,-,-,32,70,-,13,-,-,67,7,5,-,-,17,-,5,-,-,5,-,-,63,-,-,-,36,4,25,-,5,15,-,-,-,5,-,-,-,5,-,10,16,4,-,-,-,-,16,44,-,11,4,-,-,-,365,-,5,-,12,18,11,-,5,17,-,-,-,-,6,-,-,5,65,-,5,4,-,-,-,-,-,-,-,-,-,-,-,-,190,-,35,-,4,-,5,-,-,-,-,-,-,7,-,5,-,-,-,-,-,-,-,-,-,-,10,-,5,-,-,203,-,-,-,-
2020-04-08,63,-,-,-,6,-,-,-,16,-,-,60,8,-,-,-,4,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,19,12,-,12,-,-,7,-,-,-,4,-,8,-,9,-,-,-,-,-,-,-,-,5,-,-,-,5,-,6,-,-,-,-,4,-,-,13,15,-,-,9,-,6,-,5,36,12,66,-,-,20,8,11,36,62,38,9,46,7,41,35,31,7,26,103,26,25,44,18,266,105,23,32,37,106,-,12,118,18,-,19,18,78,4,115,52,166,57,57,52,22,79,42,-,56,-,12,271,14,4,114,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,4,4,-,4,-,5,5,-,13,-,-,-,12,-,-,-,4,-,-,-,-,-,-,-,-,-,7,-,51,-,-,-,-,45,327,34,-,4,7,-,-,-,-,10,-,22,4,9,28,6,6,11,-,37,-,-,6,-,-,35,73,-,18,-,-,74,7,5,-,-,22,-,5,4,-,5,-,-,71,-,-,-,45,4,30,-,5,23,6,-,-,5,-,4,-,5,-,10,19,6,-,-,-,-,20,49,-,12,5,-,-,-,407,-,7,-,15,20,15,-,5,18,-,-,-,-,8,-,-,5,72,-,5,6,-,-,-,-,-,-,-,-,-,-,-,-,207,-,37,-,-,-,11,-,-,-,-,-,-,11,6,4,-,-,-,-,-,-,-,-,-,-,11,-,5,-,-,207,-,-,-,-
2020-04-10,87,-,-,-,10,-,-,-,18,5,-,82,13,-,6,-,4,-,-,-,-,-,-,8,-,-,-,4,-,-,-,-,21,13,-,12,-,-,8,-,-,-,5,-,8,-,9,-,-,-,-,-,-,-,-,6,-,-,-,7,-,6,-,-,-,-,5,-,-,13,18,4,-,13,-,6,-,5,39,12,69,-,-,29,8,21,42,66,47,10,64,9,61,38,37,10,34,126,36,39,52,26,281,110,34,35,43,167,-,16,155,20,7,36,20,98,9,129,67,239,79,69,61,28,117,52,4,69,-,18,321,18,4,119,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,4,4,-,4,-,5,5,-,17,-,-,-,13,-,-,-,5,-,-,-,-,-,-,-,-,-,8,-,51,-,-,-,-,48,342,40,-,4,8,-,-,-,-,10,-,22,4,9,29,6,6,12,-,38,-,-,6,4,-,40,81,-,18,-,-,83,7,5,-,-,22,-,5,5,-,5,-,-,73,-,-,-,46,4,30,-,5,24,6,4,-,5,5,4,-,5,-,10,19,6,-,-,-,-,22,49,-,12,5,-,-,-,443,4,7,-,15,20,15,-,5,18,-,-,-,-,8,-,-,5,82,-,5,7,-,-,-,-,-,-,-,-,-,-,-,-,220,-,39,-,-,-,16,-,-,-,-,-,-,11,6,4,-,-,-,-,-,-,-,-,-,-,13,-,6,-,-,299,-,-,-,-
